valence,year,acousticness,artists_x,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,matched_artist,artists_y,genres
0.745,1962,0.909,['odetta'],0.764,139373,0.366,0,3qn1XvK2qV4fVzqUHo3anX,0.000858,8,0.144,-12.526,1,Go Down Sunshine,17,1962,0.0455,113.462,odetta,odetta,"['american folk revival', 'blues', 'folk', 'spirituals', 'traditional blues', 'traditional folk']"
0.595,1927,0.994,"['jimmie rodgers', ""bob sawyer's jazz band""]",0.59,164733,0.347,0,4rDS6bv1stdrxGBqPd1ctT,0.0153,7,0.0973,-6.95,1,Waiting for a Train,1,1927,0.0385,113.725,jimmie rodgers,jimmie rodgers,"['appalachian folk', 'folk', 'old-time', 'traditional country', 'traditional folk', 'western swing', 'yodeling']"
0.564,2003,0.012,['los angeles de charly'],0.593,186333,0.486,0,7JDJ0Lxp0TtiQu91xmzfVn,0.0,9,0.0556,-6.836,1,Dejenme Si Estoy Llorando,47,2003-01-01,0.0345,150.184,los angeles de charly,los angeles de charly,['regional mexican']
0.35,2009,0.000103,['muse'],0.39,246093,0.861,0,0MrkZz4D3fGlEkhebjPPrh,0.00954,9,0.234,-5.237,0,MK Ultra,54,2009-09-10,0.041,155.063,throwing muses,throwing muses,"['alternative pop', 'alternative rock', 'boston rock', 'chamber psych', 'dream pop', 'lilith', 'new wave', 'new wave pop', 'rhode island indie', 'riot grrrl', 'shoegaze']"
0.321,1963,0.919,['bob dylan'],0.5670000000000001,412200,0.198,0,7ny2ATvjtKszCpLpfsGnVQ,0.000871,4,0.135,-18.681,1,A Hard Rain's A-Gonna Fall,56,1963-05-27,0.0327,92.467,bob dylan,bob dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
0.5589999999999999,1966,0.531,['love'],0.606,166827,0.632,0,66GkA2fYPhKZm4WEqRlqdV,0.0,2,0.149,-5.746,1,She Comes in Colors,28,1966-11-01,0.0349,128.22899999999998,friend & lover,friend & lover,['bubblegum pop']
0.818,1939,0.995,"['francisco canaro', 'ernesto fama']",0.506,141253,0.273,0,1iwazxmn39m75u6rB8DH8I,0.5529999999999999,6,0.249,-9.512,0,Algun Dia Te Dire - Remasterizado,1,1939-01-24,0.0454,140.97299999999996,ernesto decurtis,ernesto decurtis,[]
0.97,1977,0.0772,['the trammps'],0.765,650867,0.6809999999999999,0,41770OEb7f3rWxhmdDGd0s,0.112,10,0.0669,-12.587,1,Disco Inferno,38,1977-11-15,0.032,128.783,the trammps,the trammps,"['disco', 'motown', 'philly soul', 'post-disco']"
0.349,1993,0.545,['indecent obsession'],0.404,212333,0.377,0,6Kld4dUHU3Yh1zNjZJenEb,0.0,9,0.0966,-10.542,1,Fixing a Broken Heart - Solo Version,52,1993,0.0291,157.812,indeep,indeep,"['disco', 'post-disco']"
0.0291,1956,0.857,['louis and bebe barron'],0.402,119000,0.139,0,6hCTZ48g5tKjokIALoBeyc,0.713,10,0.6970000000000001,-33.869,0,The Homecoming,7,1956,0.0515,108.202,dave and sugar,dave and sugar,['classic country pop']
0.6940000000000001,1929,0.995,['francisco canaro'],0.675,167507,0.109,0,28lYaajTcCxPjoRrfwH9pJ,0.954,10,0.109,-19.363,1,Penas Pasadas - Instrumental (Remasterizado),0,1929-11-06,0.0527,116.617,francisco canaro y su orquesta tipica,francisco canaro y su orquesta tipica,['tango']
0.5429999999999999,2001,0.00527,['dead kennedys'],0.359,90302,0.988,0,4J4EEk6I0JSfg2b3y1gYwc,0.0,5,0.109,-5.431,0,Terminal Preppie,39,2001,0.216,114.62,d.e.a. dead end alliance,d.e.a. dead end alliance,"['dirty texas rap', 'houston rap']"
0.966,2007,0.0558,['casa de leones'],0.847,255987,0.873,0,40EDOraCqoiMf14TzODihf,3.21e-06,8,0.325,-4.805,0,No Te Veo - Digital Single,61,2007-06-12,0.0804,116.007,orch du théatre nat de l'opéra,orch du théatre nat de l'opéra,[]
0.429,1957,0.664,['june christy'],0.563,83533,0.465,0,2LicWIfISwfJLYijgmnI9b,0.0,9,0.102,-13.682,0,I Want To Be Happy,9,1957-05-10,0.106,130.688,june christy,june christy,"['adult standards', 'lounge', 'torch song', 'vocal jazz']"
0.293,1954,0.619,['margaret whiting'],0.141,181160,0.305,0,4zMKHO6pb3PVTwyfEYS0nD,0.0,2,0.322,-9.261,0,Come Rain Or Come Shine,15,1954-01-01,0.0336,71.774,marva whitney,marva whitney,['deep funk']
0.266,1967,0.725,['lou donaldson'],0.705,409000,0.142,0,1kVFYne9ebnXlmyf2wBdVt,0.461,0,0.0681,-19.258,0,One Cylinder,21,1967,0.0307,105.639,lou bega,lou bega,['latin pop']
0.465,1964,0.936,"['georges bizet', ""robert massard/choeurs rené duclos/orchestre de l'opéra national de paris/georges prêtre"", 'georges prêtre', ""orchestre du théâtre national de l'opéra paris"", ""orchestre de l'opéra national de paris"", 'paris opera orchestra']",0.425,292440,0.337,0,43cQ91H9qfn15mYTHE1adx,0.0145,5,0.0863,-13.995,1,"Bizet: Carmen, WD 31, Act 2 Scene 2: No. 14, Couplets, ""Votre toast, je peux vous le rendre"" (Escamillo, Frasquita, Mercedes, Carmen, Chorus)",28,1964,0.067,115.859,orchestra del teatro san carlo di napoli,orchestra del teatro san carlo di napoli,[]
0.931,1998,0.19,['ms. lauryn hill'],0.655,280760,0.647,0,7iCs98iS5n6KCI4q3H7zp9,0.00877,1,0.0412,-9.465,1,Tell Him,62,1998-08-25,0.0903,80.077,ms. lauryn hill,ms. lauryn hill,"['conscious hip hop', 'dance pop', 'hip pop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']"
0.721,1994,0.8390000000000001,['joanie bartels'],0.643,132173,0.335,0,6Ap3Us9cFEDZjbScrtiVLW,0.0069999999999999,10,0.0959,-9.938,1,"Twinkle, Twinkle - (Instrumental)",32,1994,0.039,95.875,bôa,bôa,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']"
0.82,1964,0.8109999999999999,"['vince guaraldi', 'bola sete']",0.617,326067,0.382,0,2us6ZRJX3LUUOAcjA90egD,0.195,8,0.226,-14.125,1,Ginza Samba,34,1964,0.031,97.203,vince benet,vince benet,[]
0.302,1995,0.174,['alice in chains'],0.477,423640,0.5660000000000001,0,6uJhCao8wULMrDOZOuS5rc,0.0747,5,0.355,-10.054,0,Over Now,43,1995-10-30,0.0342,106.64,alice in chains,alice in chains,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']"
0.249,1929,0.945,['alessandra de negri'],0.501,283312,0.0478,0,4RNEnD4HRzRCNcCTw5HAT4,1.84e-06,7,0.0892,-19.389,1,Romance Pascual de los Pelegrinintos - Canciones Populares Antiguas,0,1929,0.0557,97.696,sandra,sandra,"['acoustic pop', 'anthem worship', 'christian indie', 'indiecoustica', 'roots worship']"
0.511,1921,0.95,['christopher lynch'],0.607,163200,0.138,0,4mtn0J6yvxJMPA0euDFQ6g,0.0,3,0.114,-15.683,1,I Met Her In The Garden Where The Praties Grow,0,1921,0.157,113.282,lyn christopher,lyn christopher,[]
0.45,1997,0.000904,['third eye blind'],0.498,187667,0.913,0,6pLko0BJo4OmvbmPbLURsl,0.0,0,0.0902,-4.805,0,Graduate,54,1997-04-08,0.0446,89.359,third eye blind,third eye blind,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
0.0964,1980,0.995,"['harold budd', 'eugene bowen', 'brian eno']",0.494,89813,0.00159,0,5tAb6fBqO5zgUKlhqMyxfr,0.946,10,0.0785,-37.57,1,Steal Away - 2004 Digital Remaster,37,1980,0.0521,79.899,eugene bowen,eugene bowen,['post-minimalism']
0.622,1927,0.99,"['francisco canaro', 'agustín irusta']",0.693,184387,0.272,0,1YcJBsPDvmmHwCiU36VQ9I,0.109,5,0.115,-16.977,0,El Mal Que Me Hiciste,0,1927-09-11,0.166,114.407,francisco tárrega,francisco tárrega,"['chill guitar', 'late romantic era']"
0.83,1952,0.924,['wallace house'],0.737,96627,0.144,0,1mpWeV7rExalxMcITlnegK,0.0,2,0.0692,-18.252,1,Turmut Hoeing,0,1952-01-01,0.133,113.514,wallace house,wallace house,[]
0.0832,1945,0.942,"['frank sinatra', 'ken lane singers']",0.128,199000,0.1689999999999999,0,0PCQ0AFfjBq2lzXrPQgpFq,0.0114,9,0.172,-15.17,1,"Silent Night, Holy Night (with The Ken Lane Singers)",25,1945,0.0435,175.326,harmonica frank,harmonica frank,[]
0.94,1997,0.0389,['molotov'],0.782,178400,0.847,0,3w8eRp9mjGY48zpmIJ920R,0.0,7,0.133,-4.399,1,Voto Latino,37,1997-01-01,0.0434,125.706,mø,mø,"['contemporary country', 'deep talent show']"
0.5579999999999999,2011,0.932,['tyler childers'],0.505,192440,0.196,0,7us3ipdGdfe9jWnsLicgCV,3.2e-05,1,0.101,-13.877,1,Long Hard Road,56,2011-10-11,0.0479,181.085,kip tyler,kip tyler,['traditional rockabilly']
0.971,1984,0.109,['the cars'],0.728,184717,0.855,0,35wVRTJlUu2kDkqXFegOKt,0.000576,2,0.113,-6.0310000000000015,1,You Might Think,61,1984,0.0333,133.887,the the,the the,"['canadian contemporary r&b', 'canadian pop', 'pop']"
0.477,2010,0.479,['billy currington'],0.6970000000000001,166560,0.7240000000000001,0,5wBaR9CHZ9IW5yuQ5mT1cJ,0.0,10,0.14,-4.428,1,Like My Dog,44,2010-01-01,0.0322,96.953,billy swan,billy swan,['swamp pop']
0.265,2009,0.046,['rihanna'],0.48,227533,0.486,1,3rMsX63C0IZVnOT5LGYoTH,0.0,6,0.107,-5.754,0,Russian Roulette,65,2009-11-20,0.0447,80.051,nena,nena,"['german pop', 'german rock', 'new wave pop']"
0.894,1973,0.536,"['james brown', ""the j.b.'s""]",0.6859999999999999,138653,0.319,0,6Q88G7jaZCwL5ON5RLyRir,0.0523,5,0.0945,-16.275,0,Blind Man Can See It,35,1973-01-01,0.0669,98.549,james,james,"['pop', 'talent show', 'uk pop']"
0.424,1997,0.792,['parokya ni edgar'],0.58,182200,0.159,0,3gyEt1vswIEbpQqBs18Lha,1.26e-06,7,0.108,-22.087,1,Harana,59,1997,0.0569,151.41899999999995,parokya ni edgar,parokya ni edgar,"['opm', 'pinoy reggae', 'pinoy rock']"
0.343,1942,0.996,"['wolfgang amadeus mozart', 'richard mayr', 'wiener philharmoniker']",0.306,320133,0.0489,0,2L40jemCD4wPi0CWx7iAxg,0.527,2,0.145,-25.717,1,"Don Giovanni, K. 527 (Excerpts Sung in German): Schöne Donna! Dies genaue Register",0,1942-01-01,0.0487,80.185,wolfgang amadeus mozart,wolfgang amadeus mozart,"['classical', 'classical era']"
0.779,2014,0.175,['nico & vinz'],0.7290000000000001,245867,0.675,0,1fidCEsYlaVE3pHwKCvpFZ,1.58e-06,8,0.55,-6.002999999999999,1,Am I Wrong,73,2014,0.0312,119.968,nico,nico,['social media pop']
0.329,1973,0.727,['roberta flack'],0.477,286920,0.381,0,3gsCAGsWr6pUm1Vy7CPPob,0.0,5,0.0615,-10.237,0,Killing Me Softly with His Song,73,1973-01-01,0.0342,121.568,bert,bert,[]
0.527,1967,0.816,"['desmond dekker', 'the aces']",0.696,146987,0.486,0,2fGUblBTsipmV77QOHFy2s,0.0526,3,0.119,-10.082,1,Shing a Ling,23,1967-01-01,0.0444,170.953,the aces,the aces,"['electropop', 'indie pop', 'indie poptimism', 'pop', 'uk pop', 'vapor soul']"
0.541,1957,0.978,"['lee konitz', 'gerry mulligan quartet']",0.545,186967,0.228,0,4OgeUqAvVt46HkyPCWxDHv,0.000493,5,0.513,-14.220999999999998,1,"Lover Man - Live At The Haig, Los Angeles / 1953",9,1957-01-01,0.36,75.35600000000002,david lee roth,david lee roth,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']"
0.327,1936,0.938,['charlie chaplin'],0.394,326259,0.525,0,6jxjs8Oau8IMp0DZJxFM09,0.763,7,0.1,-9.394,1,Lunch Time / Charlie in the Machine,1,1936,0.0658,94.125,arlie,arlie,"['indie pop', 'modern rock']"
0.179,1940,0.991,"['markos vamvakaris', 'soula kalfopoulou']",0.563,182947,0.41,0,3NZJ88FOxn1I7dHe7xY2Z6,0.546,0,0.21,-13.605,1,Sklirokardi,0,1940-01-01,0.0712,72.947,aries,aries,"['emo rap', 'pop rap', 'sad rap']"
0.378,2016,0.918,['limes'],0.764,142728,0.185,0,2COBMrpsGXEagCGkjp2Siz,0.926,7,0.118,-14.408,0,Jovial,63,2016-11-20,0.0489,69.972,limes,limes,"['chillhop', 'lo-fi beats']"
0.8170000000000001,1943,0.982,['lead belly'],0.612,164624,0.258,0,5Sok3zh3xI6uHtf1G4hZ9e,0.0,6,0.145,-12.294,1,Christmas Song,4,1943,0.394,77.169,lea,lea,['video game music']
0.527,1992,0.445,['mariah carey'],0.61,239733,0.863,0,5a7ftvz1gh9lbxGmLCCzz1,3.87e-06,3,0.685,-8.559,1,"Emotions - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",39,1992-04-30,0.073,116.723,mariah carey,mariah carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
0.8109999999999999,2006,0.652,['brenton wood'],0.552,154907,0.338,0,6dqGiN4xUofUnY0BLMwwBr,0.0,7,0.0794,-12.716,1,I Want Love,43,2006-05-15,0.0268,81.87100000000002,"medeski, martin & wood","medeski, martin & wood","['contemporary jazz', 'instrumental funk', 'jam band', 'jazz funk', 'jazz fusion', 'jazz organ', 'jazz trio', 'modern jazz trio']"
0.373,1935,0.995,"['al. bebe', 'e. roman', 'petre alexandru']",0.318,201953,0.23,0,4eIhcQbqJMXAQIW67MOvQs,0.00659,4,0.358,-15.914,0,Mi-e dor de acasă,0,1935-01-01,0.0403,113.897,e.a. mario,e.a. mario,['canzone napoletana']
0.196,2010,0.764,"['ben cocks', 'nikisha reyes-pile']",0.51,226986,0.356,0,6eLOyOwKUJvjN0f9equFf8,0.0187,10,0.116,-13.442,1,So Cold (The Good Wife Trailer),64,2010-11-16,0.0335,74.877,ben cocks,ben cocks,[]
0.963,1981,0.0599,['the undertones'],0.6609999999999999,221600,0.468,0,2heE3QU9g8VgAqHU5qVcrJ,0.0,0,0.223,-10.249,1,It's Going to Happen!,24,1981-05-05,0.0327,110.756,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.865,1998,0.0040799999999999,['m.c. shy-d'],0.942,305933,0.908,0,4o3coe6K2KiPdRJQog9B4g,0.0107,9,0.0716,-8.361,1,Shake It,33,1998,0.308,135.35399999999998,c-nile,c-nile,['alabama rap']
0.627,1991,0.0854,['sublime'],0.8009999999999999,188086,0.5479999999999999,0,4paJ10JPNCyOaLtz2cY928,0.000232,11,0.387,-5.482,0,Badfish,66,1991,0.0516,92.059,sublime,sublime,"['reggae fusion', 'ska mexicano', 'ska punk']"
0.342,1998,0.7490000000000001,['girma hadgu'],0.469,302293,0.204,0,5UPAsUyaojOEDhVq7wqSuz,0.809,3,0.106,-17.183,1,Ené Alantchi Alnorem (I Can't Live Without You),39,1998-10-06,0.0518,79.445,rm,rm,['k-rap']
0.782,1969,0.8240000000000001,"[""sergio mendes & brasil '66""]",0.591,147547,0.394,0,60k2Wv7M2iJHGan07xAn92,0.107,7,0.356,-14.349,0,Ye-Me-Le,24,1969,0.0466,124.825,sergio mendes & brasil '65,sergio mendes & brasil '65,[]
0.794,1988,0.0668,['public enemy'],0.795,226173,0.8240000000000001,0,6jg8Y7gArYgZeXUBPMre0V,0.0,4,0.0728,-12.23,0,Bring The Noise,48,1988-06-28,0.238,110.202,public enemy,public enemy,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap']"
0.647,1954,0.993,['chet baker'],0.469,158840,0.223,0,6UngNUXBaQv8Na2gpVm2ir,0.821,2,0.284,-12.271,0,What a Diff'rence a Day Made,14,1954,0.0334,137.459,chet baker,chet baker,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']"
0.514,1960,0.698,"['henry purcell', 'raymond leppard', 'english chamber orchestra']",0.541,76067,0.357,0,6Yose6huInEN4ijeN6Ex8U,0.195,2,0.105,-11.293,0,"Abdelazar Suite, Z. 570: II. Rondo",20,1960,0.0308,100.482,raymond leppard,raymond leppard,['orchestral performance']
0.514,2019,0.0917,['got7'],0.813,194708,0.667,0,6f4wghlwYWGLqGEIKc6HDQ,0.0,0,0.0802,-4.061,0,You Calling My Name,69,2019-11-04,0.0616,111.02,margot guilleaume,margot guilleaume,[]
0.215,1951,0.936,"['giuseppe verdi', 'fernando previtali', 'orchestra sinfonica di roma della rai']",0.562,113800,0.0387,0,2qhGRbj2VESmRJHxnFhrbX,0.0,0,0.135,-22.394,0,"Verdi : Il trovatore : Part 3 - Il figlio della Zingara ""Quale d'armi fragor poc'anzi intesi?"" [Leonora, Manrico]",0,1951,0.138,130.599,percy faith & his orchestra,percy faith & his orchestra,"['adult standards', 'easy listening', 'lounge']"
0.1639999999999999,1973,0.888,['harry nilsson'],0.23,220933,0.179,0,4A3xaD4iayHnfWJ3iTSxWU,0.185,3,0.172,-16.82,1,Lullaby in Ragtime,40,1973-06-01,0.0396,182.088,nils,nils,"['compositional ambient', 'electronica', 'neo-classical', 'neoclassical darkwave']"
0.778,1996,2e-05,['metallica'],0.609,294200,0.846,0,5De0T23DDwoV7TN5A3sHEY,0.000909,8,0.0574,-5.43,1,Cure,38,1996-06-04,0.0276,115.274,all,all,"['modern rock', 'pop punk', 'post-teen pop']"
0.574,1999,0.0115,['moby'],0.523,180267,0.448,0,648EWYIuXaqSQMBHcyaxEp,0.947,7,0.0896,-10.116,1,Rushing,37,1999-05-17,0.0408,170.003,mø,mø,"['contemporary country', 'deep talent show']"
0.74,1975,0.5489999999999999,['fleetwood mac'],0.562,218000,0.5720000000000001,0,6nMBg0NXX9y4639EsS8sLO,0.00321,2,0.0685,-12.992,1,Over My Head - 2017 Remaster,32,1975-07-11,0.027,99.004,fleetwood mac,fleetwood mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
0.762,1999,0.0942,['ricky martin'],0.638,192333,0.937,0,1yKDl9K9lrbIFSpPBzEQtb,0.0,0,0.327,-4.642,1,Shake Your Bon-Bon,48,1999,0.0444,100.03,ricky martin,ricky martin,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']"
0.454,2010,0.00016,['papa roach'],0.557,191453,0.989,1,4z1YRT2pdtzDKfuJoU8w3k,3.75e-06,9,0.309,-3.053,0,Kick In The Teeth,48,2010-08-31,0.1369999999999999,122.999,papa roach,papa roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
0.93,1948,0.995,['mukesh'],0.489,192284,0.313,0,3BQL80IQH3f9a2zTb35ZS5,0.934,9,0.22,-12.041,1,Hoshiar Naujawan Jaag Ae Naujawan,0,1948-12-31,0.104,122.892,mø,mø,"['contemporary country', 'deep talent show']"
0.479,1963,0.595,['sonny rollins'],0.466,574640,0.337,0,0tK4Eyl7iRb8fOAjKwVNuZ,0.00507,5,0.227,-14.748,0,All the Things You Are - Remastered,18,1963,0.0361,98.349,sonny rollins,sonny rollins,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'soul jazz']"
0.698,1939,0.993,['zavaidoc'],0.7290000000000001,154671,0.1639999999999999,0,4lyyxHYzZNasewJmhFLWP0,5.03e-06,9,0.104,-13.095,0,Du-te neică să te duci,0,1939-01-01,0.163,117.205,o.c,o.c,"['alternative hip hop', 'boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
0.481,1928,0.991,"['frédéric chopin', 'vladimir horowitz']",0.247,356307,0.224,0,33uFZFAIQCpGfVGNrRvBHK,0.89,8,0.102,-19.505,1,"Polonaise in A-Flat Major, Op. 53 ""Heroic""",0,1928,0.034,83.581,frédéric chopin,frédéric chopin,"['classical', 'early romantic era', 'polish classical']"
0.8959999999999999,1969,0.000942,['led zeppelin'],0.475,159301,0.8079999999999999,0,49C6EGQhCUSgyADHYvJ7ez,7.97e-06,9,0.146,-8.859,1,Living Loving Maid (She's Just a Woman) - Remaster,48,1969-10-22,0.037,152.09799999999996,led zeppelin,led zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']"
0.384,2012,0.105,['maná'],0.67,291493,0.528,0,3qppK9r9CpNUcqAwn9bX6u,0.000103,7,0.224,-8.036,1,Vivir Sin Aire,62,2012-10-26,0.0261,132.31,maná,maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
0.38,2011,0.0145,"['lupe fiasco', 'trey songz']",0.588,204013,0.847,0,4Nomj38R7Ds0P8I8orW2Tv,0.0,11,0.436,-4.734,0,Out of My Head (feat. Trey Songz),48,2011-03-04,0.0675,99.058,lupe fiasco,lupe fiasco,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
0.949,1930,0.996,['ioannis panagitopoulos'],0.342,178154,0.308,0,0xkNMG88k8QcnNteTBezli,0.903,0,0.14,-13.483,1,Kira Frosini,0,1930-01-01,0.0564,74.733,ioannis panagitopoulos,ioannis panagitopoulos,[]
0.5720000000000001,1950,0.994,['stella xaskil'],0.5820000000000001,188480,0.295,0,1dDDOtctSxhPDHnneu0ghl,0.0461,2,0.184,-13.093,0,O methistakas,0,1950-01-01,0.0386,141.357,hella,hella,[]
0.7040000000000001,1949,0.975,['carlos montoya'],0.6890000000000001,153931,0.256,0,1oGQeIUEmE7FQR0mJsSCJ5,0.919,1,0.112,-15.805,1,Folias-Canarias,0,1949-07-09,0.085,113.942,carlos montoya,carlos montoya,"['flamenco', 'flamenco guitar', 'rumba']"
0.527,1963,0.147,['the beach boys'],0.4920000000000001,102067,0.883,0,70K35XxNlL3RrSGtInPBMy,0.22,10,0.156,-7.822999999999999,0,Custom Machine - Remastered 2001,15,1963-10-07,0.0763,150.753,the beach boys,the beach boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
0.613,1958,0.873,['javier solís'],0.539,190933,0.097,0,7h4r046WqthYoysg3vfsrW,0.0,0,0.178,-20.834,1,Amigo Organillero,7,1958,0.0295,98.247,javier solís,javier solís,"['bolero', 'latin pop', 'mariachi', 'ranchera']"
0.209,2008,0.0497,['lydia'],0.448,209680,0.7759999999999999,0,12lFjGgeD2SmT0xHHcE7bo,0.00198,7,0.593,-6.154,1,Hospital,41,2008-10-18,0.0462,129.937,lydia lunch,lydia lunch,['no wave']
0.303,2011,0.0786,"['drake', 'rick ross']",0.417,307640,0.887,1,1QBwk6GTCxVdC2hoSw9tlM,0.0,5,0.8340000000000001,-5.551,0,Lord Knows,59,2011-11-15,0.3670000000000001,167.579,ross,ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0.568,1967,0.166,['the beatles'],0.605,207840,0.546,0,1RFpFW3Nz67JX5Obt7MlLm,0.000121,5,0.0436,-7.176,1,Fixing A Hole - Speech And Take 3,29,1967-06-01,0.0486,115.28,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.205,1949,0.7829999999999999,"['geraint jones', 'henry purcell', 'nahum tate', 'kirsten flagstad/elisabeth schwarzkopf/eilidh mcnab/arda mandikian/sheila rex/anna pollak/thomas hemsley/david lloyd/mermaid singers/mermaid orchestra/geraint jones']",0.48,73200,0.458,0,0voBCmS24DUbGto9pyqpf2,0.0,0,0.349,-16.83,0,"Dido and Aeneas Z626 (ed. Geraint Jones) (2008 Digital Remaster), ACT 2, Scene 2: Then since our charms have sped (Chorus)",0,1949,0.1639999999999999,94.878,kirsten flagstad/elisabeth schwarzkopf/eilidh mcnab/arda mandikian/sheila rex/anna pollak/thomas hemsley/david lloyd/mermaid singers/mermaid orchestra/geraint jones,kirsten flagstad/elisabeth schwarzkopf/eilidh mcnab/arda mandikian/sheila rex/anna pollak/thomas hemsley/david lloyd/mermaid singers/mermaid orchestra/geraint jones,[]
0.8690000000000001,2017,0.0132,"['j balvin', 'jowell & randy']",0.775,265747,0.867,0,0atfY1ew83Ql9nNnJiD2t5,0.00684,5,0.278,-1.582,0,Bonita,71,2017-06-02,0.0414,96.038,randy,randy,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
0.158,2020,0.333,['kodak black'],0.8540000000000001,177000,0.475,0,47US3wSGSOqV0OBrg2CjR4,0.0,0,0.105,-9.132,1,Pimpin Ain't Eazy,27,2020-11-10,0.294,130.097,dak,dak,[]
0.892,1976,0.848,['j.j. cale'],0.7390000000000001,214640,0.527,0,2OnTluP3yNVsFXTkbuQ8VH,0.316,7,0.0909,-15.574000000000002,1,Ride Me High,49,1976-09,0.0318,103.327,lacy j. dalton,lacy j. dalton,"['classic country pop', 'country']"
0.507,2003,0.00132,['switchfoot'],0.605,256627,0.797,0,0suxuyHvv1GoUdluByrmC0,0.0,2,0.202,-6.029,1,More Than Fine,39,2003,0.0482,124.98,ott,ott,[]
0.216,1960,0.877,['doris day'],0.5539999999999999,227773,0.107,0,6i7eKVeLYfhLSzva2zRBNT,1.29e-06,0,0.0666,-15.720999999999998,1,I Got the Sun in the Morning,11,1960-07-11,0.0567,105.998,doris,doris,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
0.735,1976,0.315,"['hank williams, jr.']",0.5920000000000001,165973,0.514,0,0B4E63gNdsQmvYmrf7pYJO,0.0,4,0.388,-12.796,1,Stoned At The Jukebox,21,1976,0.0316,114.96,hank williams,hank williams,"['country', 'country road', 'country rock', 'outlaw country']"
0.421,1973,0.675,"[""the o'jays""]",0.443,536267,0.618,0,6KYPvWM3iS0zGiVV4S5Cx1,0.0,3,0.123,-6.698,1,Don't Call Me Brother,26,1973,0.0584,152.556,the the,the the,"['canadian contemporary r&b', 'canadian pop', 'pop']"
0.465,1966,0.0345,['the yardbirds'],0.434,195400,0.546,0,2Ajtl0ro60h3VN3rD3Y1IF,0.098,0,0.0935,-10.384,0,Lost Women - The Mono Album,33,1966-07-15,0.0379,121.738,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.182,2011,0.0134,"['blackmill', 'veela']",0.518,363433,0.584,0,4ChBLndekjzQveHPsn3r6W,0.0215,3,0.0964,-7.951,0,Let It Be (feat. Veela),54,2011-12-21,0.032,139.936,veela,veela,['chillstep']
0.931,1932,0.924,"['henry hall', 'the bbc dance orchestra']",0.89,158773,0.449,0,0u77v6LGoLLfkz9r1N8uvv,0.000474,7,0.0842,-14.208,1,The Sun Has Got His Hat On,6,1932,0.0813,117.628,orchestra,orchestra,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
0.193,2018,0.485,"['bhad bhabie', 'lil baby']",0.855,133691,0.562,1,3nQQotHU6YtE0Z4kiMNoW8,7.89e-06,9,0.112,-7.099,0,Geek'd (feat. Lil Baby),72,2018-09-18,0.299,164.053,baby,baby,"['atl hip hop', 'atl trap', 'rap']"
0.0406,1955,0.966,"['james thornton', 'the chordettes']",0.289,167227,0.0448,0,4d1DzLxYpMz7vi6Qpc8phh,0.0,11,0.135,-17.201,1,When You Were Sweet Sixteen - Bonus Track - Previously Unreleased,2,1955-01-04,0.0325,90.174,james thornton,james thornton,[]
